,日付,合計（円）,預金・現金・仮想通貨（円）,株式(現物)（円）,ポイント（円）,年金（円）
1634,2019-11-10,1102415,572035,509441,14403.0,6536
1635,2019-11-11,1103319,572385,509991,14403.0,6540
1636,2019-11-12,1104225,572735,510541,14405.0,6544
1637,2019-11-13,1105129,573085,511091,14405.0,6548
1638,2019-11-14,1106033,573435,511641,14405.0,6552
1639,2019-11-15,1106941,573785,512191,14409.0,6556
1640,2019-11-16,1107845,574135,512741,14409.0,6560
1641,2019-11-17,1108562,574485,513291,14222.0,6564
1642,2019-11-18,1109466,574835,513841,14222.0,6568
1643,2019-11-19,1110370,575185,514391,14222.0,6572
1644,2019-11-20,1111274,575535,514941,14222.0,6576
1645,2019-11-21,1112178,575885,515491,14222.0,6580
1646,2019-11-22,1113084,576235,516041,14224.0,6584
1647,2019-11-23,1113988,576585,516591,14224.0,6588
1648,2019-11-24,1115862,576935,517141,15194.0,6592
1649,2019-11-25,1116766,577285,517691,15194.0,6596
1650,2019-11-26,1117674,577635,518241,15198.0,6600
1651,2019-11-27,1118578,577985,518791,15198.0,6604
1652,2019-11-28,1119482,578335,519341,15198.0,6608
1653,2019-11-29,1120386,578685,519891,15198.0,6612
1654,2019-11-30,1121290,579035,520441,15198.0,6616
1655,2019-12-01,1122194,579385,520991,15198.0,6620
1656,2019-12-02,1123098,579735,521541,15198.0,6624
1657,2019-12-03,1124002,580085,522091,15198.0,6628
1658,2019-12-04,1124906,580435,522641,15198.0,6632
1659,2019-12-05,1125810,580785,523191,15198.0,6636
1660,2019-12-06,1126714,581135,523741,15198.0,6640
1661,2019-12-07,1127704,581485,524291,15284.0,6644
1662,2019-12-08,1128608,581835,524841,15284.0,6648
1663,2019-12-09,1129512,582185,525391,15284.0,6652
1664,2019-12-10,1130416,582535,525941,15284.0,6656
1665,2019-12-11,1131320,582885,526491,15284.0,6660
1666,2019-12-12,1132224,583235,527041,15284.0,6664
1667,2019-12-13,1133134,583585,527591,15290.0,6668
1668,2019-12-14,1134038,583935,528141,15290.0,6672
1669,2019-12-15,1134457,584285,528691,14805.0,6676
1670,2019-12-16,1135896,584635,529241,15340.0,6680
1671,2019-12-17,1136850,584985,529791,15390.0,6684
1672,2019-12-18,1137754,585335,530341,15390.0,6688
1673,2019-12-19,1138658,585685,530891,15390.0,6692
1674,2019-12-20,1139562,586035,531441,15390.0,6696
1675,2019-12-21,1140466,586385,531991,15390.0,6700
1676,2019-12-22,1141370,586735,532541,15390.0,6704
1677,2019-12-23,1142274,587085,533091,15390.0,6708
1678,2019-12-24,1143790,587435,533641,16002.0,6712
1679,2019-12-25,1144694,587785,534191,16002.0,6716
1680,2019-12-26,1145598,588135,534741,16002.0,6720
1681,2019-12-27,1146502,588485,535291,16002.0,6724
1682,2019-12-28,1147406,588835,535841,16002.0,6728
1683,2019-12-29,1148310,589185,536391,16002.0,6732
1684,2019-12-30,1149214,589535,536941,16002.0,6736
1685,2019-12-31,1150126,589885,537491,16010.0,6740
1686,2020-01-01,1151030,590235,538041,16010.0,6744
1687,2020-01-02,1151934,590585,538591,16010.0,6748
1688,2020-01-03,1152838,590935,539141,16010.0,6752
1689,2020-01-04,1153742,591285,539691,16010.0,6756
1690,2020-01-05,1154646,591635,540241,16010.0,6760
1691,2020-01-06,1155550,591985,540791,16010.0,6764
1692,2020-01-07,1156454,592335,541341,16010.0,6768
1693,2020-01-08,1157358,592685,541891,16010.0,6772
1694,2020-01-09,1252625,593035,542441,110373.0,6776
1695,2020-01-10,1264620,593385,542991,121464.0,6780
1696,2020-01-11,1265659,593735,543541,121599.0,6784
1697,2020-01-12,1266605,594085,544091,121641.0,6788
1698,2020-01-13,1267517,594435,544641,121649.0,6792
1699,2020-01-14,1265901,594785,545191,119129.0,6796
1700,2020-01-15,1266826,595135,545741,119150.0,6800
1701,2020-01-16,1267157,595485,546291,118577.0,6804
1702,2020-01-17,1268872,595835,546841,119388.0,6808
1703,2020-01-18,1269820,596185,547391,119432.0,6812
1704,2020-01-19,1270742,596535,547941,119450.0,6816
1705,2020-01-20,1271656,596885,548491,119460.0,6820
1706,2020-01-21,1272560,597235,549041,119460.0,6824
1707,2020-01-22,1274673,597585,549591,120669.0,6828
1708,2020-01-23,1279871,597935,550141,124963.0,6832
1709,2020-01-24,1273799,598285,550691,117987.0,6836
1710,2020-01-25,1273902,598635,551241,117186.0,6840
1711,2020-01-26,1274807,598985,551791,117187.0,6844
1712,2020-01-27,1275862,599335,552341,117338.0,6848
1713,2020-01-28,1277793,599685,552891,118365.0,6852
1714,2020-01-29,1278832,600035,553441,118500.0,6856
1715,2020-01-30,1279805,600385,553991,118569.0,6860
1716,2020-01-31,1280753,600735,554541,118613.0,6864
1717,2020-02-01,1281775,601085,555091,118731.0,6868
1718,2020-02-02,1282680,601435,555641,118732.0,6872
1719,2020-02-03,1283642,601785,556191,118790.0,6876
1720,2020-02-04,1284550,602135,556741,118794.0,6880
1721,2020-02-05,1285456,602485,557291,118796.0,6884
1722,2020-02-06,1286361,602835,557841,118797.0,6888
1723,2020-02-07,1287321,603185,558391,118853.0,6892
1724,2020-02-08,1288232,603535,558941,118860.0,6896
1725,2020-02-09,1289138,603885,559491,118862.0,6900
1726,2020-02-10,1290511,604235,560041,119331.0,6904
1727,2020-02-11,1290565,604585,560591,118481.0,6908
1728,2020-02-12,1291484,604935,561141,118496.0,6912
1729,2020-02-13,1292632,605285,561691,118740.0,6916
1730,2020-02-14,1293537,605635,562241,118741.0,6920
1731,2020-02-15,1306602,605985,562791,130902.0,6924
1732,2020-02-16,1307523,606335,563341,130919.0,6928
1733,2020-02-17,1308633,606685,563891,131125.0,6932
1734,2020-02-18,1309555,607035,564441,131143.0,6936
1735,2020-02-19,1310463,607385,564991,131147.0,6940
1736,2020-02-20,1311391,607735,565541,131171.0,6944
1737,2020-02-21,1297767,608085,566091,116643.0,6948
1738,2020-02-22,1298967,608435,566641,116939.0,6952
1739,2020-02-23,1306126,608785,567191,123194.0,6956
1740,2020-02-24,1307033,609135,567741,123197.0,6960
1741,2020-02-25,1307953,609485,568291,123213.0,6964
1742,2020-02-26,1308857,609835,568841,123213.0,6968
1743,2020-02-27,1309821,610185,569391,123273.0,6972
1744,2020-02-28,1310749,610535,569941,123297.0,6976
1745,2020-02-29,1311931,610885,570491,123575.0,6980
1746,2020-03-01,1312536,611235,571041,123276.0,6984
1747,2020-03-02,1313465,611585,571591,123301.0,6988
1748,2020-03-03,1314377,611935,572141,123309.0,6992
1749,2020-03-04,1315286,612285,572691,123314.0,6996
1750,2020-03-05,1316206,612635,573241,123330.0,7000
1751,2020-03-06,1317456,612985,573791,123676.0,7004
1752,2020-03-07,1318365,613335,574341,123681.0,7008
1753,2020-03-08,1319294,613685,574891,123706.0,7012
1754,2020-03-09,1320237,614035,575441,123745.0,7016
1755,2020-03-10,1321360,614385,575991,123964.0,7020
1756,2020-03-11,1322273,614735,576541,123973.0,7024
1757,2020-03-12,1323204,615085,577091,124000.0,7028
1758,2020-03-13,1324158,615435,577641,124050.0,7032
1759,2020-03-14,1325071,615785,578191,124059.0,7036
1760,2020-03-15,1326447,616135,578741,124531.0,7040
1761,2020-03-16,1324107,616485,579291,121287.0,7044
1762,2020-03-17,1325220,616835,579841,121496.0,7048
1763,2020-03-18,1326155,617185,580391,121527.0,7052
1764,2020-03-19,1327061,617535,580941,121529.0,7056
1765,2020-03-20,1333500,617885,581491,127064.0,7060
1766,2020-03-21,1334429,618235,582041,127089.0,7064
1767,2020-03-22,1335396,618585,582591,127152.0,7068
1768,2020-03-23,1336970,618935,583141,127822.0,7072
1769,2020-03-24,1339015,619285,583691,128963.0,7076
1770,2020-03-25,1340772,619635,584241,129816.0,7080
1771,2020-03-26,1341677,619985,584791,129817.0,7084
1772,2020-03-27,1342613,620335,585341,129849.0,7088
1773,2020-03-28,1343532,620685,585891,129864.0,7092
1774,2020-03-29,1341490,621035,586441,126918.0,7096
1775,2020-03-30,1342394,621385,586991,126918.0,7100
1776,2020-03-31,1343566,621735,587541,127186.0,7104
1777,2020-04-01,1344481,622085,588091,127197.0,7108
1778,2020-04-02,1345386,622435,588641,127198.0,7112
1779,2020-04-03,1346321,622785,589191,127229.0,7116
1780,2020-04-04,1347239,623135,589741,127243.0,7120
1781,2020-04-05,1348145,623485,590291,127245.0,7124
1782,2020-04-06,1349049,623835,590841,127245.0,7128
1783,2020-04-07,1350164,624185,591391,127456.0,7132
1784,2020-04-08,1351078,624535,591941,127466.0,7136
1785,2020-04-09,1351982,624885,592491,127466.0,7140
1786,2020-04-10,1353106,625235,593041,127686.0,7144
1787,2020-04-11,1354010,625585,593591,127686.0,7148
1788,2020-04-12,1354914,625935,594141,127686.0,7152
1789,2020-04-13,1355837,626285,594691,127705.0,7156
1790,2020-04-14,1356767,626635,595241,127731.0,7160
1791,2020-04-15,1357206,626985,595791,127266.0,7164
1792,2020-04-16,1357628,627335,596341,126784.0,7168
1793,2020-04-17,1358977,627685,596891,127229.0,7172
1794,2020-04-18,1359881,628035,597441,127229.0,7176
1795,2020-04-19,1360260,628385,597991,126704.0,7180
1796,2020-04-20,1358104,628735,598541,123644.0,7184
1797,2020-04-21,1359008,629085,599091,123644.0,7188
1798,2020-04-22,1361381,629435,599641,125113.0,7192
1799,2020-04-23,1368785,629785,600191,131613.0,7196
1800,2020-04-24,1369701,630135,600741,131625.0,7200
1801,2020-04-25,1370605,630485,601291,131625.0,7204
1802,2020-04-26,1371533,630835,601841,131649.0,7208
1803,2020-04-27,1372461,631185,602391,131673.0,7212
1804,2020-04-28,1373383,631535,602941,131691.0,7216
1805,2020-04-29,1374287,631885,603491,131691.0,7220
1806,2020-04-30,1376897,632235,604041,133397.0,7224
1807,2020-05-01,1377801,632585,604591,133397.0,7228
1808,2020-05-02,1378793,632935,605141,133485.0,7232
1809,2020-05-03,1379752,633285,605691,133540.0,7236
1810,2020-05-04,1380656,633635,606241,133540.0,7240
1811,2020-05-05,1381560,633985,606791,133540.0,7244
1812,2020-05-06,1382464,634335,607341,133540.0,7248
1813,2020-05-07,1383460,634685,607891,133632.0,7252
1814,2020-05-08,1384408,635035,608441,133676.0,7256
1815,2020-05-09,1387412,635385,608991,135776.0,7260
1816,2020-05-10,1390448,635735,609541,137908.0,7264
1817,2020-05-11,1391371,636085,610091,137927.0,7268
1818,2020-05-12,1392303,636435,610641,137955.0,7272
1819,2020-05-13,1390063,636785,611191,134811.0,7276
1820,2020-05-14,1394126,637135,611741,137970.0,7280
1821,2020-05-15,1396338,637485,612291,139278.0,7284
1822,2020-05-16,1396412,637835,612841,138448.0,7288
1823,2020-05-17,1397486,638185,613391,138618.0,7292
1824,2020-05-18,1398441,638535,613941,138669.0,7296
1825,2020-05-19,1397272,638885,614491,136596.0,7300
1826,2020-05-20,1403177,639235,615041,141597.0,7304
1827,2020-05-21,1404109,639585,615591,141625.0,7308
1828,2020-05-22,1405013,639935,616141,141625.0,7312
1829,2020-05-23,1407841,640285,616691,143549.0,7316
1830,2020-05-24,1408745,640635,617241,143549.0,7320
1831,2020-05-25,1403919,640985,617791,137819.0,7324
1832,2020-05-26,1404823,641335,618341,137819.0,7328
1833,2020-05-27,1408999,641685,618891,141091.0,7332
1834,2020-05-28,1409915,642035,619441,141103.0,7336
1835,2020-05-29,1410820,642385,619991,141104.0,7340
1836,2020-05-30,1411724,642735,620541,141104.0,7344
1837,2020-05-31,1412628,643085,621091,141104.0,7348
1838,2020-06-01,1413051,643435,621641,140623.0,7352
1839,2020-06-02,1413981,643785,622191,140649.0,7356
1840,2020-06-03,1414885,644135,622741,140649.0,7360
1841,2020-06-04,1415800,644485,623291,140660.0,7364
1842,2020-06-05,1416729,644835,623841,140685.0,7368
1843,2020-06-06,1417633,645185,624391,140685.0,7372
1844,2020-06-07,1418537,645535,624941,140685.0,7376
1845,2020-06-08,1419455,645885,625491,140699.0,7380
1846,2020-06-09,1420362,646235,626041,140702.0,7384
1847,2020-06-10,1421390,646585,626591,140826.0,7388
1848,2020-06-11,1422294,646935,627141,140826.0,7392
1849,2020-06-12,1423225,647285,627691,140853.0,7396
1850,2020-06-13,1424129,647635,628241,140853.0,7400
1851,2020-06-14,1425033,647985,628791,140853.0,7404
1852,2020-06-15,1425976,648335,629341,140892.0,7408
1853,2020-06-16,1427067,648685,629891,141079.0,7412
1854,2020-06-17,1428068,649035,630441,141176.0,7416
1855,2020-06-18,1428272,649385,630991,140476.0,7420
1856,2020-06-19,1429217,649735,631541,140517.0,7424
1857,2020-06-20,1430121,650085,632091,140517.0,7428
1858,2020-06-21,1431025,650435,632641,140517.0,7432
1859,2020-06-22,1431929,650785,633191,140517.0,7436
1860,2020-06-23,1431029,651135,633741,138713.0,7440
1861,2020-06-24,1431956,651485,634291,138736.0,7444
1862,2020-06-25,1433784,651835,634841,139660.0,7448
1863,2020-06-26,1434699,652185,635391,139671.0,7452
1864,2020-06-27,1435603,652535,635941,139671.0,7456
1865,2020-06-28,1436507,652885,636491,139671.0,7460
1866,2020-06-29,1437411,653235,637041,139671.0,7464
1867,2020-06-30,1438318,653585,637591,139674.0,7468
1868,2020-07-01,1439988,653935,638141,140440.0,7472
1869,2020-07-02,1445538,654285,638691,145086.0,7476
1870,2020-07-03,1446442,654635,639241,145086.0,7480
1871,2020-07-04,1447346,654985,639791,145086.0,7484
1872,2020-07-05,1448250,655335,640341,145086.0,7488
1873,2020-07-06,1449741,655685,640891,145673.0,7492
1874,2020-07-07,1450645,656035,641441,145673.0,7496
1875,2020-07-08,1451690,656385,641991,145814.0,7500
1876,2020-07-09,1452594,656735,642541,145814.0,7504
1877,2020-07-10,1453945,657085,643091,146261.0,7508
1878,2020-07-11,1454849,657435,643641,146261.0,7512
1879,2020-07-12,1455753,657785,644191,146261.0,7516
1880,2020-07-13,1456657,658135,644741,146261.0,7520
1881,2020-07-14,1457608,658485,645291,146308.0,7524
1882,2020-07-15,1458552,658835,645841,146348.0,7528
1883,2020-07-16,1459473,659185,646391,146365.0,7532
1884,2020-07-17,1460377,659535,646941,146365.0,7536
1885,2020-07-18,1465277,659885,647491,150361.0,7540
1886,2020-07-19,1466220,660235,648041,150400.0,7544
1887,2020-07-20,1467130,660585,648591,150406.0,7548
1888,2020-07-21,1468034,660935,649141,150406.0,7552
1889,2020-07-22,1469725,661285,649691,151193.0,7556
1890,2020-07-23,1470638,661635,650241,151202.0,7560
1891,2020-07-24,1471542,661985,650791,151202.0,7564
1892,2020-07-25,1473261,662335,651341,152017.0,7568
1893,2020-07-26,1474165,662685,651891,152017.0,7572
1894,2020-07-27,1475069,663035,652441,152017.0,7576
1895,2020-07-28,1471556,663385,652991,147600.0,7580
1896,2020-07-29,1472460,663735,653541,147600.0,7584
1897,2020-07-30,1473364,664085,654091,147600.0,7588
1898,2020-07-31,1474268,664435,654641,147600.0,7592
1899,2020-08-01,1475231,664785,655191,147659.0,7596
1900,2020-08-02,1476139,665135,655741,147663.0,7600
1901,2020-08-03,1477043,665485,656291,147663.0,7604
1902,2020-08-04,1477947,665835,656841,147663.0,7608
1903,2020-08-05,1478851,666185,657391,147663.0,7612
1904,2020-08-06,1482689,666535,657941,150597.0,7616
1905,2020-08-07,1483595,666885,658491,150599.0,7620
1906,2020-08-08,1484499,667235,659041,150599.0,7624
1907,2020-08-09,1485403,667585,659591,150599.0,7628
1908,2020-08-10,1486307,667935,660141,150599.0,7632
1909,2020-08-11,1485767,668285,660691,149155.0,7636
1910,2020-08-12,1486718,668635,661241,149202.0,7640
1911,2020-08-13,1487629,668985,661791,149209.0,7644
1912,2020-08-14,1488533,669335,662341,149209.0,7648
1913,2020-08-15,1489456,669685,662891,149228.0,7652
1914,2020-08-16,1490360,670035,663441,149228.0,7656
1915,2020-08-17,1491264,670385,663991,149228.0,7660
1916,2020-08-18,1492029,670735,664541,149089.0,7664
1917,2020-08-19,1492933,671085,665091,149089.0,7668
1918,2020-08-20,1493837,671435,665641,149089.0,7672
1919,2020-08-21,1494919,671785,666191,149267.0,7676
1920,2020-08-22,1497057,672135,666741,150501.0,7680
1921,2020-08-23,1497961,672485,667291,150501.0,7684
1922,2020-08-24,1498875,672835,667841,150511.0,7688
1923,2020-08-25,1500447,673185,668391,151179.0,7692
1924,2020-08-26,1501351,673535,668941,151179.0,7696
1925,2020-08-27,1502263,673885,669491,151187.0,7700
1926,2020-08-28,1503174,674235,670041,151194.0,7704
1927,2020-08-29,1504078,674585,670591,151194.0,7708
1928,2020-08-30,1504982,674935,671141,151194.0,7712
1929,2020-08-31,1505994,675285,671691,151302.0,7716
1930,2020-09-01,1506399,675635,672241,150803.0,7720
1931,2020-09-02,1503904,675985,672791,147404.0,7724
1932,2020-09-03,1505251,676335,673341,147847.0,7728
1933,2020-09-04,1506166,676685,673891,147858.0,7732
1934,2020-09-05,1507070,677035,674441,147858.0,7736
1935,2020-09-06,1508046,677385,674991,147930.0,7740
1936,2020-09-07,1508950,677735,675541,147930.0,7744
1937,2020-09-08,1509854,678085,676091,147930.0,7748
1938,2020-09-09,1510855,678435,676641,148027.0,7752
1939,2020-09-10,1511902,678785,677191,148170.0,7756
1940,2020-09-11,1512806,679135,677741,148170.0,7760
1941,2020-09-12,1500320,679485,678291,134780.0,7764
1942,2020-09-13,1501246,679835,678841,134802.0,7768
1943,2020-09-14,1502166,680185,679391,134818.0,7772
1944,2020-09-15,1509416,680535,679941,141164.0,7776
1945,2020-09-16,1510726,680885,680491,141570.0,7780
1946,2020-09-17,1511630,681235,681041,141570.0,7784
1947,2020-09-18,1512096,681585,681591,141132.0,7788
1948,2020-09-19,1513000,681935,682141,141132.0,7792
1949,2020-09-20,1513904,682285,682691,141132.0,7796
1950,2020-09-21,1514808,682635,683241,141132.0,7800
1951,2020-09-22,1515846,682985,683791,141266.0,7804
1952,2020-09-23,1516783,683335,684341,141299.0,7808
1953,2020-09-24,1518787,683685,684891,142399.0,7812
1954,2020-09-25,1520986,684035,685441,143694.0,7816
1955,2020-09-26,1521890,684385,685991,143694.0,7820
1956,2020-09-27,1522794,684735,686541,143694.0,7824
1957,2020-09-28,1523756,685085,687091,143752.0,7828
1958,2020-09-29,1524660,685435,687641,143752.0,7832
1959,2020-09-30,1526152,685785,688191,144340.0,7836
1960,2020-10-01,1527056,686135,688741,144340.0,7840
1961,2020-10-02,1527988,686485,689291,144368.0,7844
1962,2020-10-03,1528961,686835,689841,144437.0,7848
1963,2020-10-04,1529865,687185,690391,144437.0,7852
1964,2020-10-05,1530943,687535,690941,144611.0,7856
1965,2020-10-06,1531866,687885,691491,144630.0,7860
1966,2020-10-07,1532770,688235,692041,144630.0,7864
1967,2020-10-08,1533715,688585,692591,144671.0,7868
1968,2020-10-09,1534568,688935,693141,144620.0,7872
1969,2020-10-10,1534592,689285,693691,143740.0,7876
1970,2020-10-11,1535496,689635,694241,143740.0,7880
1971,2020-10-12,1536513,689985,694791,143853.0,7884
1972,2020-10-13,1537427,690335,695341,143863.0,7888
1973,2020-10-14,1538396,690685,695891,143928.0,7892
1974,2020-10-15,1539384,691035,696441,144012.0,7896
1975,2020-10-16,1540291,691385,696991,144015.0,7900
1976,2020-10-17,1541805,691735,697541,144625.0,7904
1977,2020-10-18,1542155,692085,698091,144071.0,7908
1978,2020-10-19,1543071,692435,698641,144083.0,7912
1979,2020-10-20,1543976,692785,699191,144084.0,7916
1980,2020-10-21,1544945,693135,699741,144149.0,7920
1981,2020-10-22,1545849,693485,700291,144149.0,7924
1982,2020-10-23,1548095,693835,700841,145491.0,7928
1983,2020-10-24,1548999,694185,701391,145491.0,7932
1984,2020-10-25,1551921,694535,701941,147509.0,7936
1985,2020-10-26,1552825,694885,702491,147509.0,7940
1986,2020-10-27,1553883,695235,703041,147663.0,7944
1987,2020-10-28,1554787,695585,703591,147663.0,7948
1988,2020-10-29,1555730,695935,704141,147702.0,7952
1989,2020-10-30,1556634,696285,704691,147702.0,7956
1990,2020-10-31,1559200,696635,705241,149364.0,7960
1991,2020-11-01,1560104,696985,705791,149364.0,7964
1992,2020-11-02,1561113,697335,706341,149469.0,7968
1993,2020-11-03,1562017,697685,706891,149469.0,7972
1994,2020-11-04,1562970,698035,707441,149518.0,7976
1995,2020-11-05,1563829,698385,707991,149473.0,7980
1996,2020-11-06,1564737,698735,708541,149477.0,7984
1997,2020-11-07,1565746,699085,709091,149582.0,7988
1998,2020-11-08,1566679,699435,709641,149611.0,7992
1999,2020-11-09,1567590,699785,710191,149618.0,7996
2000,2020-11-10,1568684,700135,710741,149808.0,8000
2001,2020-11-11,1569604,700485,711291,149824.0,8004
2002,2020-11-12,1570508,700835,711841,149824.0,8008
2003,2020-11-13,1571443,701185,712391,149855.0,8012
2004,2020-11-14,1572347,701535,712941,149855.0,8016
2005,2020-11-15,1573289,701885,713491,149893.0,8020
2006,2020-11-16,1574238,702235,714041,149938.0,8024
2007,2020-11-17,1575094,702585,714591,149890.0,8028
2008,2020-11-18,1575140,702935,715141,149032.0,8032
2009,2020-11-19,1576044,703285,715691,149032.0,8036
2010,2020-11-20,1577050,703635,716241,149134.0,8040
2011,2020-11-21,1582631,703985,716791,153811.0,8044
2012,2020-11-22,1573296,704335,717341,143572.0,8048
2013,2020-11-23,1574200,704685,717891,143572.0,8052
2014,2020-11-24,1585418,705035,718441,153886.0,8056
2015,2020-11-25,1586323,705385,718991,153887.0,8060
2016,2020-11-26,1587227,705735,719541,153887.0,8064
2017,2020-11-27,1589361,706085,720091,155117.0,8068
2018,2020-11-28,1588940,706435,720641,153792.0,8072
2019,2020-11-29,1589844,706785,721191,153792.0,8076
2020,2020-11-30,1592999,707135,721741,156043.0,8080
2021,2020-12-01,1594199,707485,722291,156339.0,8084
2022,2020-12-02,1595112,707835,722841,156348.0,8088
2023,2020-12-03,1596544,708185,723391,156876.0,8092
2024,2020-12-04,1590025,708535,723941,149453.0,8096
2025,2020-12-05,1590751,708885,724491,149275.0,8100
2026,2020-12-06,1591655,709235,725041,149275.0,8104
2027,2020-12-07,1591541,709585,725591,148257.0,8108
2028,2020-12-08,1592458,709935,726141,148270.0,8112
2029,2020-12-09,1593377,710285,726691,148285.0,8116
2030,2020-12-10,1594469,710635,727241,148473.0,8120
2031,2020-12-11,1595303,710985,727791,148403.0,8124
2032,2020-12-12,1596207,711335,728341,148403.0,8128
2033,2020-12-13,1597111,711685,728891,148403.0,8132
2034,2020-12-14,1598118,712035,729441,148506.0,8136
2035,2020-12-15,1599119,712385,729991,148603.0,8140
2036,2020-12-16,1600040,712735,730541,148620.0,8144
2037,2020-12-17,1602226,713085,731091,149902.0,8148
2038,2020-12-18,1602622,713435,731641,149394.0,8152
2039,2020-12-19,1603526,713785,732191,149394.0,8156
2040,2020-12-20,1604430,714135,732741,149394.0,8160
2041,2020-12-21,1605820,714485,733291,149880.0,8164
2042,2020-12-22,1606724,714835,733841,149880.0,8168
2043,2020-12-23,1609448,715185,734391,151700.0,8172
2044,2020-12-24,1610358,715535,734941,151706.0,8176
2045,2020-12-25,1613322,715885,735491,153766.0,8180
2046,2020-12-26,1614339,716235,736041,153879.0,8184
2047,2020-12-27,1615479,716585,736591,154115.0,8188
2048,2020-12-28,1616396,716935,737141,154128.0,8192
2049,2020-12-29,1617300,717285,737691,154128.0,8196
2050,2020-12-30,1618392,717635,738241,154316.0,8200
2051,2020-12-31,1624951,717985,738791,159971.0,8204
2052,2021-01-01,1625855,718335,739341,159971.0,8208
2053,2021-01-02,1627050,718685,739891,160262.0,8212
2054,2021-01-03,1627954,719035,740441,160262.0,8216
2055,2021-01-04,1624097,719385,740991,155501.0,8220
2056,2021-01-05,1625001,719735,741541,155501.0,8224
2057,2021-01-06,1626954,720085,742091,156550.0,8228
2058,2021-01-07,1627868,720435,742641,156560.0,8232
2059,2021-01-08,1628790,720785,743191,156578.0,8236
2060,2021-01-09,1629694,721135,743741,156578.0,8240
2061,2021-01-10,1630598,721485,744291,156578.0,8244
2062,2021-01-11,1631658,721835,744841,156734.0,8248
2063,2021-01-12,1632562,722185,745391,156734.0,8252
2064,2021-01-13,1633547,722535,745941,156815.0,8256
2065,2021-01-14,1634451,722885,746491,156815.0,8260
2066,2021-01-15,1635407,723235,747041,156867.0,8264
2067,2021-01-16,1635312,723585,747591,155868.0,8268
2068,2021-01-17,1637111,723935,748141,156763.0,8272
2069,2021-01-18,1637169,724285,748691,155917.0,8276
2070,2021-01-19,1638089,724635,749241,155933.0,8280
2071,2021-01-20,1639200,724985,749791,156140.0,8284
2072,2021-01-21,1640150,725335,750341,156186.0,8288
2073,2021-01-22,1641054,725685,750891,156186.0,8292
2074,2021-01-23,1643684,726035,751441,157912.0,8296
2075,2021-01-24,1644588,726385,751991,157912.0,8300
2076,2021-01-25,1648806,726735,752541,161226.0,8304
2077,2021-01-26,1650419,727085,753091,161935.0,8308
2078,2021-01-27,1651331,727435,753641,161943.0,8312
2079,2021-01-28,1652252,727785,754191,161960.0,8316
2080,2021-01-29,1653156,728135,754741,161960.0,8320
2081,2021-01-30,1654060,728485,755291,161960.0,8324
2082,2021-01-31,1654964,728835,755841,161960.0,8328
2083,2021-02-01,1659168,729185,756391,165260.0,8332
2084,2021-02-02,1660116,729535,756941,165304.0,8336
2085,2021-02-03,1661021,729885,757491,165305.0,8340
2086,2021-02-04,1661926,730235,758041,165306.0,8344
2087,2021-02-05,1662861,730585,758591,165337.0,8348
2088,2021-02-06,1663776,730935,759141,165348.0,8352
2089,2021-02-07,1664680,731285,759691,165348.0,8356
2090,2021-02-08,1665584,731635,760241,165348.0,8360
2091,2021-02-09,1666534,731985,760791,165394.0,8364
2092,2021-02-10,1669819,732335,761341,167775.0,8368
2093,2021-02-11,1670744,732685,761891,167796.0,8372
2094,2021-02-12,1671667,733035,762441,167815.0,8376
2095,2021-02-13,1672571,733385,762991,167815.0,8380
2096,2021-02-14,1674269,733735,763541,168609.0,8384
2097,2021-02-15,1675173,734085,764091,168609.0,8388
2098,2021-02-16,1675775,734435,764641,168307.0,8392
2099,2021-02-17,1676905,734785,765191,168533.0,8396
2100,2021-02-18,1676183,735135,765741,166907.0,8400
2101,2021-02-19,1677108,735485,766291,166928.0,8404
2102,2021-02-20,1678025,735835,766841,166941.0,8408
2103,2021-02-21,1661117,736185,767391,149129.0,8412
2104,2021-02-22,1662075,736535,767941,149183.0,8416
2105,2021-02-23,1662979,736885,768491,149183.0,8420
2106,2021-02-24,1667193,737235,769041,152493.0,8424
2107,2021-02-25,1668820,737585,769591,153216.0,8428
2108,2021-02-26,1648804,737935,770141,132296.0,8432
2109,2021-02-27,1649720,738285,770691,132308.0,8436
2110,2021-02-28,1650624,738635,771241,132308.0,8440
2111,2021-03-01,1652629,738985,771791,133409.0,8444
2112,2021-03-02,1653579,739335,772341,133455.0,8448
2113,2021-03-03,1654484,739685,772891,133456.0,8452
2114,2021-03-04,1651238,740035,773441,129306.0,8456
2115,2021-03-05,1652142,740385,773991,129306.0,8460
2116,2021-03-06,1653046,740735,774541,129306.0,8464
2117,2021-03-07,1653987,741085,775091,129343.0,8468
2118,2021-03-08,1654829,741435,775641,129281.0,8472
2119,2021-03-09,1655899,741785,776191,129447.0,8476
2120,2021-03-10,1656962,742135,776741,129606.0,8480
2121,2021-03-11,1657881,742485,777291,129621.0,8484
2122,2021-03-12,1658792,742835,777841,129628.0,8488
2123,2021-03-13,1659696,743185,778391,129628.0,8492
2124,2021-03-14,1660624,743535,778941,129652.0,8496
2125,2021-03-15,1662196,743885,779491,130320.0,8500
2126,2021-03-16,1663246,744235,780041,130466.0,8504
2127,2021-03-17,1664209,744585,780591,130525.0,8508
2128,2021-03-18,1664688,744935,781141,130100.0,8512
2129,2021-03-19,1665213,745285,781691,129721.0,8516
2130,2021-03-20,1666117,745635,782241,129721.0,8520
2131,2021-03-21,1672068,745985,782791,134768.0,8524
